,type,reference,price,district,street,area,plant,lift,parking,description
268,Flat,/en/inmueble/93738105/,"1,450,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '450', '000€\nParking included\n\n\n4 bed.\n200 m²\n4th floor exterior with lift\n\n\nFantastic high apartment near Turó Parc\nIn an excellent location in the Galvany neighborhood', ' in one of the most prestigious streets and close to Turó Parc', ' we present this magnificent high and bright apartment thanks to its double orientation. Apartment of approximately 200sqm built']",Sant Gervasi - Galvany,200 m²,4th,with lift,Parking included,"Fantastic high apartment near Turó Parc
In an excellent location in the Galvany neighborhood, in one of the most prestigious streets and close to Turó Parc, we present this magnificent high and bright apartment thanks to its double orientation. Apartment of approximately 200sqm built, with spacious"
269,Flat,/en/inmueble/101597208/,"515,000€","['\n\n\n\n\n\n\nFlat in El Raval', ' Barcelona\n\n\n515', '000€\n\n\n2 bed.\n115 m²\n5th floor exterior with lift\n\n\nFabulous flat in Tallers street in Raval\nIn the heart of the old quarter of Barcelona', ' next to Las Ramblas', ' we find this fabulous apartment of 115 square meters.\nThe property is perfectly divided through a large corridor', ' in night zone and day zone. It consists of two double bedrooms']",El Raval,115 m²,5th,with lift,,"Fabulous flat in Tallers street in Raval
In the heart of the old quarter of Barcelona, next to Las Ramblas, we find this fabulous apartment of 115 square meters.
The property is perfectly divided through a large corridor, in night zone and day zone. It consists of two double bedrooms, one with a lar"
270,Flat,/en/inmueble/100743451/,"1,240,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n1', '240', '000€\n\n\n6 bed.\n232 m²\n4th floor exterior with lift\n\n\nPenthouse in the Gothic with large terrace\nUnique opportunity in the area. Two penthouses in a spectacular property next to Plaça de la Mercé', ' Medinacelli and Soho House', ' two streets away from the seafront.\nWe present two penthouses of 82 and 100 metres approximately']",El Gòtic,232 m²,4th,with lift,,"Penthouse in the Gothic with large terrace
Unique opportunity in the area. Two penthouses in a spectacular property next to Plaça de la Mercé, Medinacelli and Soho House, two streets away from the seafront.
We present two penthouses of 82 and 100 metres approximately, with a total of 6 bedrooms and"
271,Flat,/en/inmueble/95279631/,"550,000€","['\n\n\n\n\n\n\nFlat in La Barceloneta', ' Barcelona\n\n\n550', '000€\nParking included\n\n\n2 bed.\n103 m²\nGround floor exterior with lift\n\n\nExceptional apartment in Barceloneta\nUnique apartment in the area', ' 100 meters', ' recently refurbished with excelent endings', ' right in front of the harbour. Wide open spaces', ' in a square layout', ' two double bedrooms and bathroom', ' kitchen and big living room. Clima']",La Barceloneta,103 m²,Ground,with lift,Parking included,"Exceptional apartment in Barceloneta
Unique apartment in the area, 100 meters, recently refurbished with excelent endings, right in front of the harbour. Wide open spaces, in a square layout, two double bedrooms and bathroom, kitchen and big living room. Clima, air conditioning and heating by gas. W"
272,Flat,/en/inmueble/100469291/,"420,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n420', '000€\n\n\n2 bed.\n74 m²\n7th floor exterior with lift\n\n\nSunny high apartment with terrace in Aribau\nEngel & Völkers presents this comfortable high-rise and bright apartment with a fantastic terrace.\nThe apartment has a very rational distribution and good use of spaces. As it is a very high floor', ' it has a lot of light']",Sant Gervasi - Galvany,74 m²,7th,with lift,,"Sunny high apartment with terrace in Aribau
Engel & Völkers presents this comfortable high-rise and bright apartment with a fantastic terrace.
The apartment has a very rational distribution and good use of spaces. As it is a very high floor, it has a lot of light, which gives it a lot of joy and com"
273,Flat,/en/inmueble/96694346/,"1,125,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '125', '000€\n\n\n3 bed.\n133 m²\n4th floor exterior with lift\n\n\nLuxurious apartment in Eixample Dret\nWe present exclusively this spectacular property located on the fourth real floor', ' freshly renovated with high end materials. With a very elegant and modern style as well as preserving the original elements']",La Dreta de l'Eixample,133 m²,4th,with lift,,"Luxurious apartment in Eixample Dret
We present exclusively this spectacular property located on the fourth real floor, freshly renovated with high end materials. With a very elegant and modern style as well as preserving the original elements, this property has been perfectly distributed by maximiz"
274,Detached,/en/inmueble/99991679/,"2,400,000€","['\n\n\n\n\n\n\nDetached house in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n2', '400', '000€\n\n\n9 bed.\n423 m²\n\n\nEmblematic house in Sarrià with garden\nHouse from 1904 with a clear modernist tendency of the architect Juan José Hervás i Arizmendi to rehabilitate. The construction consists of a ground floor plus 2 floors']",Sant Gervasi - La Bonanova,423 m²,,,,"Emblematic house in Sarrià with garden
House from 1904 with a clear modernist tendency of the architect Juan José Hervás i Arizmendi to rehabilitate. The construction consists of a ground floor plus 2 floors, a first floor and an accessible roof terrace where you can enjoy a terrace of about 14m2. T"
275,Flat,/en/inmueble/101258277/,"255,000€","['\n\n\n\n\n\n\nFlat in El Raval', ' Barcelona\n\n\n255', '000€\n\n\n272', '000 €\n\n6%\n\n\n\n2 bed.\n69 m²\n3rd floor exterior with lift\n\n\nApartment with elevator near Ronda Sant Pau\nExclusive apartment in the Raval']",El Raval,69 m²,3rd,with lift,,"Apartment with elevator near Ronda Sant Pau
Exclusive apartment in the Raval, recently remodeled with finishing details that make it unique in its style with great potential for investors in a very well located royal building with elevator.
Located in a rehabilitation and urban growth area of the Ci"
276,Flat,/en/inmueble/99102990/,"549,000€","['\n\n\n\n\n\n\nFlat in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n549', '000€\n\n\n3 bed.\n145 m²\n1st floor exterior with lift\n\n\nSpacious apartment in Born neighborhood\nWe offer an original house with a distribution on the corner of two streets', ' very close to Vía Layetana and the Santa Catalina Market', ' in a 1900 building with an elevator and a reform in the 2000 year.\nIt has a constructed area of 125m2']",Sant Pere - Santa Cater,145 m²,1st,with lift,,"Spacious apartment in Born neighborhood
We offer an original house with a distribution on the corner of two streets, very close to Vía Layetana and the Santa Catalina Market, in a 1900 building with an elevator and a reform in the 2000 year.
It has a constructed area of 125m2, with a longitudinal di"
277,Detached,/en/inmueble/40575029/,"1,195,000€","['\n\n\n\n\n\n\nDetached house in La Salut', ' Barcelona\n\n\n1', '195', '000€\nParking included\n\n\n7 bed.\n250 m²\n\n\nHouse of author with beautiful garden\nRational and discreet', ' sober and sincere. A house of the late eighties but reminiscent of those innovative constructions of the sixties', ' that transport you to the films of 007 and tasty tortillas of the iconic restaurant a model with camera']",La Salut,250 m²,,,Parking included,"House of author with beautiful garden
Rational and discreet, sober and sincere. A house of the late eighties but reminiscent of those innovative constructions of the sixties, that transport you to the films of 007 and tasty tortillas of the iconic restaurant a model with camera, in the Night Zone by"
278,Flat,/en/inmueble/100918062/,"550,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n550', '000€\n\n\n4 bed.\n142 m²\n3rd floor exterior with lift\n\n\nApartment in the Gothic Quarter\nAmazing opportunity in carrer Ample', ' 142 constructed square meters', ' building in very goodshape', ' entrance lobby just done', ' with lift. Ideal to refurbish en make an amazing apartment', ' high level apartemnt with natural light and great inner street views']",El Gòtic,142 m²,3rd,with lift,,"Apartment in the Gothic Quarter
Amazing opportunity in carrer Ample, 142 constructed square meters, building in very goodshape, entrance lobby just done, with lift. Ideal to refurbish en make an amazing apartment, high level apartemnt with natural light and great inner street views, which is hard to"
279,Flat,/en/inmueble/100610106/,"1,285,000€","[""\n\n\n\n\n\n\nFlat in calle d'Alí Bei"", "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '285', '000€\n\n\n1', '385', '000 €\n\n7%\n\n\n\n4 bed.\n184 m²\n2nd floor exterior with lift\n\n\nWonderful unit next to Passeig Sant Joan\nIn a beautiful listed estate from the beginning of the 20th century', ' we find this magnificent and elegant property renovated by its owners a few years ago. The 184m2 apartment has the day area facing the street with sea orientation']",calle d'Alí Bei,184 m²,2nd,with lift,,"Wonderful unit next to Passeig Sant Joan
In a beautiful listed estate from the beginning of the 20th century, we find this magnificent and elegant property renovated by its owners a few years ago. The 184m2 apartment has the day area facing the street with sea orientation, and the night part facing"
280,Penthouse,/en/inmueble/100282781/,"750,000€","['\n\n\n\n\n\n\nPenthouse in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n750']",Sant Gervasi - La Bonanova,103 m²,7th,with lift,,"Fantastic Penthouse in Bonanova
In an excellent residential and commercial area of Sant Gervasi is this unique and sunny penthouse of 103 m2 built and 35 m2 in terraces.
It is a house practically divided into 2 differentiated sectors and with individual accesses but at the same time they are united"
281,Flat,/en/inmueble/97640179/,"420,000€","['\n\n\n\n\n\n\nFlat in Les Corts', ' Barcelona\n\n\n420', '000€\n\n\n2 bed.\n85 m²\n2nd floor exterior without lift\n\n\nNewly renovated apartment next Plaça del Centre\nEngel & Volkers presents this fantastic newly renovated apartment', ' with double orientation', ' next to Plaça del Centre.\nThe house has well differentiated the area of day and night. It has two exterior bedrooms']",Les Corts,85 m²,2nd,without lift,,"Newly renovated apartment next Plaça del Centre
Engel & Volkers presents this fantastic newly renovated apartment, with double orientation, next to Plaça del Centre.
The house has well differentiated the area of day and night. It has two exterior bedrooms, a large bathroom and a living room with in"
282,Flat,/en/inmueble/99625804/,"808,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n808']",L'Antiga Esquerra de l'Eixample,123 m²,1st,with lift,,"Stylish apartment near Plaça Universitat
This bright and elegant apartment on the first floor (a real third floor) facing northwest is part of a Great Refurbishment in a magnificent 1900 Regal Estate building located near plaça Universitat. All of the details of this refurbishment have been taken ca"
283,Flat,/en/inmueble/100763910/,"1,150,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '150', '000€\n\n\n4 bed.\n221 m²\n2nd floor exterior with lift\n\n\nExceptional flat to refurbish in Eixample\nIt is located in a beautiful', ' well-preserved historic building from 1910 built by the renowned architect Juli Batllevell']",La Dreta de l'Eixample,221 m²,2nd,with lift,,"Exceptional flat to refurbish in Eixample
It is located in a beautiful, well-preserved historic building from 1910 built by the renowned architect Juli Batllevell, a disciple of Antoni Gaudí.
The flat is distributed on a typical Eixample plan floor that faces the street on one side and a cozy and qu"
284,Flat,/en/inmueble/97107255/,"780,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n780', '000€\n\n\n3 bed.\n153 m²\n1st floor exterior with lift\n\n\nNew apartment in Sant Gervasi Bonanova\nIn the neighborhood of Sant Gervasi La Bonanova', ' we find this elegant apartment completely renovated']",Sant Gervasi - La Bonanova,153 m²,1st,with lift,,"New apartment in Sant Gervasi Bonanova
In the neighborhood of Sant Gervasi La Bonanova, we find this elegant apartment completely renovated, brand new with very good qualities and good orientation.
The day area consists of a spacious living room with access to a pleasant south-facing terrace and a r"
285,Flat,/en/inmueble/100815348/,"890,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n890', '000€\n\n\n950', '000 €\n\n6%\n\n\n\n4 bed.\n150 m²\n2nd floor exterior with lift\n\n\nFlat to refurbish with terrace in Eixample\nIt is located in a historic building from 1910', ' very well preserved', "" on the Dreta de l'Eixample"", ' the area where the Ildefons Cerdà project began', ' located in one of the streets where most of the buildings of great value are located. patrimonial']",La Dreta de l'Eixample,150 m²,2nd,with lift,,"Flat to refurbish with terrace in Eixample
It is located in a historic building from 1910, very well preserved, on the Dreta de l'Eixample, the area where the Ildefons Cerdà project began, located in one of the streets where most of the buildings of great value are located. patrimonial, and which al"
